Ahmedabad,Bangalore,Chennai,Coimbatore,Delhi,Hyderabad,Jaipur,Kochi,Kolkata,Mumbai,Pune,CNG,Diesel,LPG,Petrol,Automatic,Manual,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Price
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2014,38800,1,18.6,1199.0,76.8,2.85
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,83000,1,21.14,1498.0,103.52,4.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2018,41283,1,20.73,1373.0,91.1,9.9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2013,23000,1,11.05,2894.0,444.0,37.0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2014,48000,1,21.76,1995.0,190.0,26.5
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2015,48214,1,17.11,1968.0,174.33,23.32
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,35000,1,22.9,1248.0,74.0,6.25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2010,35277,1,7.81,5461.0,362.9,30.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2016,54620,1,21.66,1498.0,103.52,9.86
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2012,136997,1,17.2,1968.0,138.1,8.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2019,14322,1,21.1,814.0,55.2,4.23
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2012,65634,1,22.07,1199.0,73.9,3.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2016,6000,1,20.63,1198.0,67.06,2.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013,33280,1,19.4,1198.0,86.8,2.39
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2013,29000,1,14.8,1595.0,120.7,11.25
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,42831,1,26.0,1498.0,98.6,7.11
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,90000,1,12.99,2494.0,100.6,10.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017,24005,1,20.4,1197.0,81.8,6.2
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2012,32792,1,15.1,2179.0,140.0,7.9
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2014,147898,1,22.7,1498.0,89.84,4.42
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2012,131765,1,13.0,2982.0,168.5,13.5
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,65000,1,21.5,1498.0,108.5,6.25
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2010,66123,2,20.0,1399.0,68.0,2.1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2015,41000,1,15.3,2993.0,258.0,45.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2017,23550,1,19.27,2143.0,167.62,33.66
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,45000,2,19.4,1198.0,86.8,3.65
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013,60000,1,20.36,1197.0,78.9,2.75
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2016,44414,1,17.9,2143.0,170.0,42.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2019,1000,1,18.9,1197.0,81.86,6.5
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2012,62500,2,17.68,1968.0,174.33,19.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2013,21000,2,14.4,1598.0,103.6,4.45
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2017,8525,2,16.6,1998.0,112.0,23.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2014,29000,1,22.54,1396.0,88.73,8.35
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2014,40000,1,17.68,1968.0,174.33,22.95
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2012,88000,1,25.44,936.0,57.6,1.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2012,53537,1,13.7,1798.0,157.75,6.89
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2006,216000,2,17.8,1399.0,68.0,1.45
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2014,51000,1,22.48,1995.0,190.0,33.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2007,118500,1,12.9,1598.0,102.5,1.25
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2012,63000,1,22.07,1199.0,73.9,4.2
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,25000,1,19.98,1461.0,108.5,6.75
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2014,37382,1,13.0,2143.0,201.1,32.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2017,24773,1,21.4,1197.0,83.1,7.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2012,62000,1,22.32,1582.0,126.32,4.6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2017,52340,1,19.81,1086.0,68.05,4.04
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2016,56739,1,15.4,1997.0,120.0,10.31
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2018,36091,1,12.7,2179.0,187.7,55.76
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2010,120000,1,20.0,1399.0,68.0,2.6
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2016,33000,1,25.47,1248.0,88.5,8.5
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2014,52000,1,25.8,1498.0,98.6,3.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,43571,1,20.36,1197.0,78.9,3.55
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,50000,1,25.8,1498.0,98.6,3.25
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2008,113000,1,17.5,1896.0,106.0,4.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2014,90000,1,19.87,1461.0,83.8,5.35
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017,29000,2,17.45,1493.0,100.0,6.5
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2016,20000,1,24.3,1248.0,88.5,9.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2016,61012,1,18.6,1197.0,81.83,6.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2009,87459,1,14.7,1390.0,85.0,2.75
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2010,70500,1,15.64,1193.0,64.1,1.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2015,64103,1,15.73,1968.0,174.33,19.9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2014,76000,1,14.7,1798.0,177.5,10.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2014,104000,1,23.59,1364.0,67.06,3.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2014,37245,1,14.8,1595.0,120.7,11.96
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,45000,1,27.4,1498.0,98.6,3.25
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2012,117837,2,22.32,1582.0,126.32,4.75
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2014,30000,1,20.46,1461.0,83.8,5.95
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2015,27057,2,15.29,1591.0,121.3,8.15
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2016,8500,1,20.51,998.0,67.0,4.22
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2010,30500,1,11.74,1796.0,186.0,10.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2012,56000,1,11.8,2967.0,246.7,45.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2012,44000,2,19.81,1086.0,68.05,2.9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2017,10500,1,14.3,1598.0,103.52,8.9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2017,26000,1,14.67,1798.0,177.46,26.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2018,25166,1,17.19,1197.0,81.86,8.22
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2014,64000,2,25.8,1498.0,98.6,3.5
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2004,61000,2,18.9,998.0,67.1,1.25
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,107000,1,21.03,1461.0,65.0,3.7
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2018,29161,1,19.27,2143.0,167.62,39.41
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013,32000,1,22.5,998.0,67.04,2.65
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,46173,2,19.01,1461.0,108.5,8.92
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2017,26327,1,16.82,1998.0,189.08,35.67
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,70436,1,0.0,1498.0,99.0,3.6
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2007,200000,2,17.2,1396.0,53.5,0.85
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2016,60813,2,18.6,1199.0,76.8,3.32
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2012,45000,1,22.07,1199.0,73.9,3.6
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2016,64000,1,22.9,1248.0,74.0,6.8
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2012,41284,1,20.0,1399.0,68.05,2.5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2019,14165,1,11.36,2755.0,171.5,19.64
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2011,67000,2,11.72,2199.0,194.3,7.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2011,32572,1,17.4,1497.0,117.3,3.87
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2018,14960,1,18.6,1197.0,81.83,6.27
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2015,55980,1,19.27,2143.0,167.62,18.12
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,74000,1,25.44,936.0,57.6,2.65
